DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
2019-09-04	31374203	Lam M	2019-08-01	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/31374203	Pleiotropic Meta-Analysis of Cognition, Education, and Schizophrenia Differentiates Roles of Early Neurodevelopmental and Adult Synaptic Pathways.	Cognitive ability, years of educational attainment or schizophrenia (pleiotropy)	328,917 individuals with educational attainment measurements, 107,207 individuals with cognitive ability measurements, 77,096 European ancestry schizophrenia cases, 43,456 European ancestry controls	NA	2q31.1	2	172815054	RAPGEF4	RAPGEF4			ENSG00000091428			rs3769309-?	rs3769309	0	3769309	intron_variant	0	NR	2E-9	8.698970004336019		0.012022352	[0.0081-0.0159] unit increase	NR [7306098]	N	schizophrenia, intelligence, self reported educational attainment	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0004337, http://www.ebi.ac.uk/efo/EFO_0004784	GCST008595	Genome-wide genotyping array
2019-09-04	31374203	Lam M	2019-08-01	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/31374203	Pleiotropic Meta-Analysis of Cognition, Education, and Schizophrenia Differentiates Roles of Early Neurodevelopmental and Adult Synaptic Pathways.	Cognitive ability, years of educational attainment or schizophrenia (pleiotropy)	328,917 individuals with educational attainment measurements, 107,207 individuals with cognitive ability measurements, 77,096 European ancestry schizophrenia cases, 43,456 European ancestry controls	NA	2q32.1	2	184798577	ZNF804A	ZNF804A			ENSG00000170396			rs4666990-?	rs4666990	0	4666990	intron_variant	0	NR	5E-11	10.301029995663981		0.013381981	[0.0094-0.0174] unit decrease	NR [7306098]	N	schizophrenia, intelligence, self reported educational attainment	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0004337, http://www.ebi.ac.uk/efo/EFO_0004784	GCST008595	Genome-wide genotyping array
2019-09-04	31374203	Lam M	2019-08-01	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/31374203	Pleiotropic Meta-Analysis of Cognition, Education, and Schizophrenia Differentiates Roles of Early Neurodevelopmental and Adult Synaptic Pathways.	Cognitive ability, years of educational attainment or schizophrenia (pleiotropy)	328,917 individuals with educational attainment measurements, 107,207 individuals with cognitive ability measurements, 77,096 European ancestry schizophrenia cases, 43,456 European ancestry controls	NA	2q32.3	2	192981548	PCGEM1	PCGEM1 - AC096647.1	ENSG00000227418	ENSG00000286358		204649	189156	rs17656017-?	rs17656017	0	17656017	intergenic_variant	1	NR	1E-13	13.0		0.015048835	[0.011-0.019] unit decrease	NR [7306098]	N	schizophrenia, intelligence, self reported educational attainment	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0004337, http://www.ebi.ac.uk/efo/EFO_0004784	GCST008595	Genome-wide genotyping array
2019-09-04	31374203	Lam M	2019-08-01	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/31374203	Pleiotropic Meta-Analysis of Cognition, Education, and Schizophrenia Differentiates Roles of Early Neurodevelopmental and Adult Synaptic Pathways.	Cognitive ability, years of educational attainment or schizophrenia (pleiotropy)	328,917 individuals with educational attainment measurements, 107,207 individuals with cognitive ability measurements, 77,096 European ancestry schizophrenia cases, 43,456 European ancestry controls	NA	2q33.1	2	197428967	SF3B1	SF3B1			ENSG00000115524			rs788021-?	rs788021	0	788021	intron_variant	0	NR	1E-9	9.0		0.013781111	[0.0093-0.0182] unit decrease	NR [7306098]	N	schizophrenia, intelligence, self reported educational attainment	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0004337, http://www.ebi.ac.uk/efo/EFO_0004784	GCST008595	Genome-wide genotyping array
2019-09-04	31374203	Lam M	2019-08-01	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/31374203	Pleiotropic Meta-Analysis of Cognition, Education, and Schizophrenia Differentiates Roles of Early Neurodevelopmental and Adult Synaptic Pathways.	Cognitive ability, years of educational attainment or schizophrenia (pleiotropy)	328,917 individuals with educational attainment measurements, 107,207 individuals with cognitive ability measurements, 77,096 European ancestry schizophrenia cases, 43,456 European ancestry controls	NA	2q33.1	2	199125384	ENSG00000230407	AC018717.1 - RNU7-147P	ENSG00000230407	ENSG00000238698		15296	65675	rs1451488-?	rs1451488	0	1451488	intergenic_variant	1	NR	4E-8	7.3979400086720375		0.010893398	[0.007-0.0148] unit increase	NR [7306098]	N	schizophrenia, intelligence, self reported educational attainment	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0004337, http://www.ebi.ac.uk/efo/EFO_0004784	GCST008595	Genome-wide genotyping array
2019-09-04	31374203	Lam M	2019-08-01	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/31374203	Pleiotropic Meta-Analysis of Cognition, Education, and Schizophrenia Differentiates Roles of Early Neurodevelopmental and Adult Synaptic Pathways.	Cognitive ability, years of educational attainment or schizophrenia (pleiotropy)	328,917 individuals with educational attainment measurements, 107,207 individuals with cognitive ability measurements, 77,096 European ancestry schizophrenia cases, 43,456 European ancestry controls	NA	2q33.1	2	199850665	FTCDNL1	FTCDNL1			ENSG00000226124			rs2949006-?	rs2949006	0	2949006	intron_variant	0	NR	3E-13	12.522878745280337		0.019905087	[0.015-0.025] unit decrease	NR [7306098]	N	schizophrenia, intelligence, self reported educational attainment	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0004337, http://www.ebi.ac.uk/efo/EFO_0004784	GCST008595	Genome-wide genotyping array
2019-09-04	31374203	Lam M	2019-08-01	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/31374203	Pleiotropic Meta-Analysis of Cognition, Education, and Schizophrenia Differentiates Roles of Early Neurodevelopmental and Adult Synaptic Pathways.	Cognitive ability, years of educational attainment or schizophrenia (pleiotropy)	328,917 individuals with educational attainment measurements, 107,207 individuals with cognitive ability measurements, 77,096 European ancestry schizophrenia cases, 43,456 European ancestry controls	NA	2q33.3	2	207504489	ENSG00000223725	AC009226.1			ENSG00000223725			rs13010104-?	rs13010104	0	13010104	intron_variant	0	NR	9E-9	8.045757490560675		0.014770379	[0.0097-0.0198] unit decrease	NR [7306098]	N	schizophrenia, intelligence, self reported educational attainment	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0004337, http://www.ebi.ac.uk/efo/EFO_0004784	GCST008595	Genome-wide genotyping array
2019-09-04	31374203	Lam M	2019-08-01	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/31374203	Pleiotropic Meta-Analysis of Cognition, Education, and Schizophrenia Differentiates Roles of Early Neurodevelopmental and Adult Synaptic Pathways.	Cognitive ability, years of educational attainment or schizophrenia (pleiotropy)	328,917 individuals with educational attainment measurements, 107,207 individuals with cognitive ability measurements, 77,096 European ancestry schizophrenia cases, 43,456 European ancestry controls	NA	2q12.1	2	103486682	ENSG00000236596	AC011593.1 - AC092568.1	ENSG00000286290	ENSG00000236596		82970	7559	rs35559831-?	rs35559831	0	35559831	intergenic_variant	1	NR	1E-10	10.0		0.022093302	[0.015-0.029] unit increase	NR [7306098]	N	schizophrenia, intelligence, self reported educational attainment	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0004337, http://www.ebi.ac.uk/efo/EFO_0004784	GCST008595	Genome-wide genotyping array
2019-09-04	31374203	Lam M	2019-08-01	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/31374203	Pleiotropic Meta-Analysis of Cognition, Education, and Schizophrenia Differentiates Roles of Early Neurodevelopmental and Adult Synaptic Pathways.	Cognitive ability, years of educational attainment or schizophrenia (pleiotropy)	328,917 individuals with educational attainment measurements, 107,207 individuals with cognitive ability measurements, 77,096 European ancestry schizophrenia cases, 43,456 European ancestry controls	NA	2q12.2	2	105306623	TGFBRAP1	TGFBRAP1			ENSG00000135966			rs62154720-?	rs62154720	0	62154720	intron_variant	0	NR	7E-9	8.154901959985743		0.01816122	[0.012-0.024] unit decrease	NR [7306098]	N	schizophrenia, intelligence, self reported educational attainment	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0004337, http://www.ebi.ac.uk/efo/EFO_0004784	GCST008595	Genome-wide genotyping array
2019-09-04	31374203	Lam M	2019-08-01	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/31374203	Pleiotropic Meta-Analysis of Cognition, Education, and Schizophrenia Differentiates Roles of Early Neurodevelopmental and Adult Synaptic Pathways.	Cognitive ability, years of educational attainment or schizophrenia (pleiotropy)	328,917 individuals with educational attainment measurements, 107,207 individuals with cognitive ability measurements, 77,096 European ancestry schizophrenia cases, 43,456 European ancestry controls	NA	2q22.2	2	141601381	LRP1B	LRP1B			ENSG00000168702			rs77609760-?	rs77609760	0	77609760	intron_variant	0	NR	1E-12	12.0		0.027236994	[0.02-0.035] unit increase	NR [7306098]	N	schizophrenia, intelligence, self reported educational attainment	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0004337, http://www.ebi.ac.uk/efo/EFO_0004784	GCST008595	Genome-wide genotyping array
2019-09-04	31374203	Lam M	2019-08-01	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/31374203	Pleiotropic Meta-Analysis of Cognition, Education, and Schizophrenia Differentiates Roles of Early Neurodevelopmental and Adult Synaptic Pathways.	Cognitive ability, years of educational attainment or schizophrenia (pleiotropy)	328,917 individuals with educational attainment measurements, 107,207 individuals with cognitive ability measurements, 77,096 European ancestry schizophrenia cases, 43,456 European ancestry controls	NA	2q22.3	2	143473740	ENSG00000228655, ENSG00000257640	AC079793.1, ARHGAP15			ENSG00000228655, ENSG00000075884			rs4273169-?	rs4273169	0	4273169	intron_variant	0	NR	3E-12	11.522878745280337		0.014703349	[0.011-0.019] unit increase	NR [7306098]	N	schizophrenia, intelligence, self reported educational attainment	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0004337, http://www.ebi.ac.uk/efo/EFO_0004784	GCST008595	Genome-wide genotyping array
2019-09-04	31374203	Lam M	2019-08-01	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/31374203	Pleiotropic Meta-Analysis of Cognition, Education, and Schizophrenia Differentiates Roles of Early Neurodevelopmental and Adult Synaptic Pathways.	Cognitive ability, years of educational attainment or schizophrenia (pleiotropy)	328,917 individuals with educational attainment measurements, 107,207 individuals with cognitive ability measurements, 77,096 European ancestry schizophrenia cases, 43,456 European ancestry controls	NA	2q22.3	2	144383974	ZEB2	ZEB2			ENSG00000169554			rs12991836-?	rs12991836	0	12991836	intron_variant	0	NR	7E-10	9.154901959985743		0.012876864	[0.0088-0.017] unit decrease	NR [7306098]	N	schizophrenia, intelligence, self reported educational attainment	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0004337, http://www.ebi.ac.uk/efo/EFO_0004784	GCST008595	Genome-wide genotyping array
2019-09-04	31374203	Lam M	2019-08-01	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/31374203	Pleiotropic Meta-Analysis of Cognition, Education, and Schizophrenia Differentiates Roles of Early Neurodevelopmental and Adult Synaptic Pathways.	Cognitive ability, years of educational attainment or schizophrenia (pleiotropy)	328,917 individuals with educational attainment measurements, 107,207 individuals with cognitive ability measurements, 77,096 European ancestry schizophrenia cases, 43,456 European ancestry controls	NA	2q24.1	2	154674692	ENSG00000235949	RNA5SP107 - AC061961.1	ENSG00000223290	ENSG00000287900		84164	13604	rs4398228-?	rs4398228	0	4398228	intergenic_variant	1	NR	3E-8	7.522878745280337		0.011238307	[0.0073-0.0152] unit increase	NR [7306098]	N	schizophrenia, intelligence, self reported educational attainment	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0004337, http://www.ebi.ac.uk/efo/EFO_0004784	GCST008595	Genome-wide genotyping array
2019-09-04	31374203	Lam M	2019-08-01	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/31374203	Pleiotropic Meta-Analysis of Cognition, Education, and Schizophrenia Differentiates Roles of Early Neurodevelopmental and Adult Synaptic Pathways.	Cognitive ability, years of educational attainment or schizophrenia (pleiotropy)	328,917 individuals with educational attainment measurements, 107,207 individuals with cognitive ability measurements, 77,096 European ancestry schizophrenia cases, 43,456 European ancestry controls	NA	2q34	2	214424561	ENSG00000197585	VWC2L, AC068051.1			ENSG00000174453, ENSG00000197585			rs7558283-?	rs7558283	0	7558283	intron_variant	0	NR	5E-8	7.301029995663981		0.010967125	[0.007-0.0149] unit decrease	NR [7306098]	N	schizophrenia, intelligence, self reported educational attainment	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0004337, http://www.ebi.ac.uk/efo/EFO_0004784	GCST008595	Genome-wide genotyping array
2019-09-04	31374203	Lam M	2019-08-01	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/31374203	Pleiotropic Meta-Analysis of Cognition, Education, and Schizophrenia Differentiates Roles of Early Neurodevelopmental and Adult Synaptic Pathways.	Cognitive ability, years of educational attainment or schizophrenia (pleiotropy)	328,917 individuals with educational attainment measurements, 107,207 individuals with cognitive ability measurements, 77,096 European ancestry schizophrenia cases, 43,456 European ancestry controls	NA	2q36.3	2	228119928	SPHKAP	SPHKAP			ENSG00000153820			rs67890737-?	rs67890737	0	67890737	intron_variant	0	NR	4E-8	7.3979400086720375		0.0116704665	[0.0075-0.0158] unit increase	NR [7306098]	N	schizophrenia, intelligence, self reported educational attainment	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0004337, http://www.ebi.ac.uk/efo/EFO_0004784	GCST008595	Genome-wide genotyping array
2019-09-04	31374203	Lam M	2019-08-01	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/31374203	Pleiotropic Meta-Analysis of Cognition, Education, and Schizophrenia Differentiates Roles of Early Neurodevelopmental and Adult Synaptic Pathways.	Cognitive ability, years of educational attainment or schizophrenia (pleiotropy)	328,917 individuals with educational attainment measurements, 107,207 individuals with cognitive ability measurements, 77,096 European ancestry schizophrenia cases, 43,456 European ancestry controls	NA	2q37.1	2	232727791	GIGYF2	GIGYF2			ENSG00000204120			rs6704768-?	rs6704768	0	6704768	intron_variant	0	NR	1E-14	14.0		0.015298749	[0.011-0.019] unit increase	NR [7306098]	N	schizophrenia, intelligence, self reported educational attainment	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0004337, http://www.ebi.ac.uk/efo/EFO_0004784	GCST008595	Genome-wide genotyping array
2019-09-04	31374203	Lam M	2019-08-01	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/31374203	Pleiotropic Meta-Analysis of Cognition, Education, and Schizophrenia Differentiates Roles of Early Neurodevelopmental and Adult Synaptic Pathways.	Cognitive ability, years of educational attainment or schizophrenia (pleiotropy)	328,917 individuals with educational attainment measurements, 107,207 individuals with cognitive ability measurements, 77,096 European ancestry schizophrenia cases, 43,456 European ancestry controls	NA	2q37.2	2	236148196	ENSG00000207049	AGAP1 - Y_RNA	ENSG00000157985	ENSG00000281623		16396	4875	rs56236451-?	rs56236451	0	56236451	intergenic_variant	1	NR	7E-11	10.154901959985743		0.017760335	[0.012-0.023] unit increase	NR [7306098]	N	schizophrenia, intelligence, self reported educational attainment	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0004337, http://www.ebi.ac.uk/efo/EFO_0004784	GCST008595	Genome-wide genotyping array
2019-09-04	31374203	Lam M	2019-08-01	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/31374203	Pleiotropic Meta-Analysis of Cognition, Education, and Schizophrenia Differentiates Roles of Early Neurodevelopmental and Adult Synaptic Pathways.	Cognitive ability, years of educational attainment or schizophrenia (pleiotropy)	328,917 individuals with educational attainment measurements, 107,207 individuals with cognitive ability measurements, 77,096 European ancestry schizophrenia cases, 43,456 European ancestry controls	NA	3p26.3	3	2485619	CNTN4	CNTN4			ENSG00000144619			rs4561819-?	rs4561819	0	4561819	intron_variant	0	NR	3E-11	10.522878745280337		0.017707828	[0.013-0.023] unit decrease	NR [7306098]	N	schizophrenia, intelligence, self reported educational attainment	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0004337, http://www.ebi.ac.uk/efo/EFO_0004784	GCST008595	Genome-wide genotyping array
2019-09-04	31374203	Lam M	2019-08-01	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/31374203	Pleiotropic Meta-Analysis of Cognition, Education, and Schizophrenia Differentiates Roles of Early Neurodevelopmental and Adult Synaptic Pathways.	Cognitive ability, years of educational attainment or schizophrenia (pleiotropy)	328,917 individuals with educational attainment measurements, 107,207 individuals with cognitive ability measurements, 77,096 European ancestry schizophrenia cases, 43,456 European ancestry controls	NA	3p24.3	3	16821370	intergenic	PLCL2, PLCL2			ENSG00000154822, ENSG00000284017			rs9846711-?	rs9846711	0	9846711	intron_variant	0	NR	4E-12	11.397940008672037		0.014301584	[0.01-0.018] unit decrease	NR [7306098]	N	schizophrenia, intelligence, self reported educational attainment	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0004337, http://www.ebi.ac.uk/efo/EFO_0004784	GCST008595	Genome-wide genotyping array
